     Input  Canonical    Reduced
    G?qbrk     G?iRrk     G?iRrk -C-R- [(0, 4), (0, 5), (1, 6), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]
    G?qbrs     GI?k{{      FI?kw -C-_- [(0, 6), (0, 7), (1, 2), (1, 3), (2, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbrw     GD@kZs     GD@kZs -C-R- [(0, 3), (0, 6), (1, 5), (1, 7), (2, 3), (2, 5), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qbr{     GPAIz{     GPAIz{ -C-R- [(0, 2), (0, 5), (1, 6), (1, 7), (2, 3), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbtw     G@FcZs     G@FcZs -C-R- [(0, 5), (0, 6), (1, 5), (1, 7), (2, 3), (2, 5), (2, 7), (3, 4), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qbt{     G@EeZ{     G@EeZ{ -C-R- [(0, 5), (0, 6), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 4), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbuw     GOJOzs     GOJOzs -C-R- [(0, 2), (0, 5), (1, 5), (1, 7), (2, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qbu{     GP?]Z{     GP?]Z{ -C-R- [(0, 2), (0, 6), (1, 6), (1, 7), (2, 3), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbvW     GGJOzs     GGJOzs -C-R- [(0, 5), (1, 2), (1, 5), (1, 7), (2, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qbv[     GI?kz{     GI?kz{ -C-R- [(0, 6), (1, 2), (1, 3), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbvg     GBHE\w     GBHE\w -C-R- [(0, 6), (0, 7), (1, 3), (1, 5), (1, 6), (2, 3), (2, 4), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?qbvk     GBHE\{     GBHE\{ -C-R- [(0, 6), (0, 7), (1, 3), (1, 5), (1, 6), (2, 3), (2, 4), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbvo     GO`ozs     GO`ozs -C-R- [(0, 2), (0, 4), (1, 5), (1, 7), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qbvs     GS?iz{     GS?iz{ -C-R- [(0, 2), (0, 3), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbvw     GGJO~s     GGJO~s -C-R- [(0, 5), (0, 7), (1, 2), (1, 5), (1, 7), (2, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qbv{     GI?k~{     GI?k~{ -C-R- [(0, 6), (0, 7), (1, 2), (1, 3), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qbzw     G?XT|w     G?XT|w -C-R- [(0, 6), (0, 7), (1, 4), (1, 5), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?qbz{     G?XT|{      F?XTw -C-_- [(0, 6), (0, 7), (1, 4), (1, 5), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qb~w     G?XT~w     G?XT~w -C-R- [(0, 6), (0, 7), (1, 4), (1, 5), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?qb~{     G?XT~{     G?XT~{ -C-R- [(0, 6), (0, 7), (1, 4), (1, 5), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qcyw     G?XXks     G?XXks -C-R- [(0, 7), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (6, 7)]
    G?qcy{     G?URX{     G?URX{ -C-R- [(0, 5), (1, 4), (1, 6), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qczW     G?XXsk     G?XXsk -C-R- [(0, 7), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?qcz[     G?Sr[{     G?Sr[{ -C-R- [(0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qczs     GCCnI{     GCCnI{ -C-R- [(0, 3), (0, 6), (1, 6), (1, 7), (2, 5), (2, 6), (3, 4), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qczw     G?MYvK     G?MYvK -C-R- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 4), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?qcz{     G?dP~[     G?dP~[ -C-R- [(0, 4), (0, 7), (1, 5), (1, 7), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc{{     G?dPx{      F?dPw -C-_- [(0, 4), (1, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc|s     G@_ZY{     G@_ZY{ -C-R- [(0, 4), (1, 6), (1, 7), (2, 3), (2, 6), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc}[     GACkx{     GACkx{ -C-R- [(0, 6), (1, 3), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc}s     GCOZX{     GCOZX{ -C-R- [(0, 3), (1, 4), (1, 6), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc}w     G@S[j[     G@S[j[ -C-R- [(0, 6), (1, 4), (1, 7), (2, 3), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc}{     GAEHz{     GAEHz{ -C-R- [(0, 5), (1, 3), (1, 7), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc~S     G@OZ[{     G@OZ[{ -C-R- [(0, 7), (1, 4), (1, 6), (2, 3), (2, 6), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc~W     GCDXr[     GCDXr[ -C-R- [(0, 3), (1, 5), (1, 7), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?qc~[     G?Ssz{     G?Ssz{ -C-R- [(0, 6), (1, 4), (1, 7), (2, 5), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc~c     GAG[~K     GAG[~K -C-R- [(0, 6), (0, 7), (1, 3), (1, 7), (2, 4), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qc~o     G@UG~K     G@UG~K -C-R- [(0, 5), (0, 7), (1, 4), (1, 7), (2, 3), (2, 7), (3, 4), (3, 6), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qc~s     GA_X~[     GA_X~[ -C-R- [(0, 4), (0, 7), (1, 3), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qc~w     G@EYv[     G@EYv[ -C-R- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 3), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?qc~{     G?dP~{     G?dP~{ -C-R- [(0, 4), (0, 7), (1, 5), (1, 7), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdPw     G@G\a[     G@G\a[ -C-R- [(0, 6), (1, 7), (2, 3), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 7), (5, 7), (6, 7)]
    G?qdRg     G@[_mK     G@[_mK -C-R- [(0, 7), (1, 4), (1, 7), (2, 3), (2, 4), (2, 5), (3, 4), (3, 6), (5, 6), (5, 7), (6, 7)]
    G?qdRw     G@GZe[     G@GZe[ -C-R- [(0, 7), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 7), (5, 7), (6, 7)]
    G?qdTg     G?M`is     G?M`is -C-R- [(0, 5), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 6), (3, 7), (4, 7), (5, 6), (6, 7)]
    G?qdTk     GOCpY{     GOCpY{ -C-R- [(0, 2), (1, 7), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdTs     G@_gy{     G@_gy{ -C-R- [(0, 4), (1, 7), (2, 3), (2, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdTw     G?KtI{     G?KtI{ -C-R- [(0, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdT{     G@G[Z{     G@G[Z{ -C-R- [(0, 6), (1, 7), (2, 3), (2, 4), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdUg     GAL?|K     GAL?|K -C-R- [(0, 7), (1, 3), (1, 5), (2, 4), (2, 7), (3, 4), (3, 6), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdUs     GGOg{{     GGOg{{ -C-R- [(0, 7), (1, 2), (1, 4), (2, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdUw     GAOo|[     GAOo|[ -C-R- [(0, 7), (1, 3), (1, 4), (2, 5), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdV_     G@DItK     G@DItK -C-R- [(0, 7), (1, 5), (1, 6), (2, 3), (2, 7), (3, 4), (3, 6), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?qdVc     G@PO|[     G@PO|[ -C-R- [(0, 7), (1, 4), (1, 5), (2, 3), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdVg     GBGHm[     GBGHm[ -C-R- [(0, 7), (1, 3), (1, 7), (2, 3), (2, 4), (2, 6), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdVk     GGCp]{     GGCp]{ -C-R- [(0, 7), (1, 2), (1, 7), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdVo     G?TPl[     G?TPl[ -C-R- [(0, 7), (1, 4), (1, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdVs     GAOX\{     GAOX\{ -C-R- [(0, 7), (1, 3), (1, 4), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdVw     G?KrM{     G?KrM{ -C-R- [(0, 7), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdV{     G@GY^{     G@GY^{ -C-R- [(0, 7), (1, 6), (1, 7), (2, 3), (2, 4), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdp{     G@EJj[     G@EJj[ -C-R- [(0, 5), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 4), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdq{     GAClm[     GAClm[ -C-R- [(0, 6), (0, 7), (1, 3), (1, 7), (2, 5), (2, 6), (3, 4), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdr[     G@DJl[     G@DJl[ -C-R- [(0, 7), (1, 5), (1, 6), (2, 3), (2, 6), (2, 7), (3, 4), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdrg     G?Ldmo     G?Ldmo -C-R- [(0, 6), (0, 7), (1, 5), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 6), (3, 7), (4, 7), (5, 6)]
    G?qdrk     G?Ldms     G?Ldms -C-R- [(0, 6), (0, 7), (1, 5), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 6), (3, 7), (4, 7), (5, 6), (6, 7)]
    G?qdrs     GAOlk{     GAOlk{ -C-R- [(0, 6), (0, 7), (1, 3), (1, 4), (2, 5), (2, 6), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdrw     G?MrMs     G?MrMs -C-R- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 7), (5, 6), (6, 7)]
    G?qdr{     G@Eb]{     G@Eb]{ -C-R- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (3, 4), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdt[     G@IHy{     G@IHy{ -C-R- [(0, 5), (1, 7), (2, 3), (2, 4), (2, 6), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdtk     G@_Zj[     G@_Zj[ -C-R- [(0, 4), (1, 6), (1, 7), (2, 3), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdts     G@_iy{      F@IIw -C-_- [(0, 4), (1, 6), (1, 7), (2, 3), (2, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdtw     G@SkZk     G@SkZk -C-R- [(0, 6), (1, 4), (1, 7), (2, 3), (2, 5), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdt{     G@IIz{     G@IIz{ -C-R- [(0, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdu[     G@O\Y{     G@O\Y{ -C-R- [(0, 6), (1, 4), (1, 7), (2, 3), (2, 6), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qduk     GAG]\k     GAG]\k -C-R- [(0, 6), (0, 7), (1, 3), (1, 6), (2, 4), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdus     G@O]\[     G@O]\[ -C-R- [(0, 6), (0, 7), (1, 4), (1, 6), (2, 3), (2, 7), (3, 5), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qduw     GChGzk     GChGzk -C-R- [(0, 3), (0, 4), (1, 5), (1, 7), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdu{     GCO\Z{     GCO\Z{ -C-R- [(0, 3), (0, 6), (1, 4), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdvK     G@O\Zk     G@O\Zk -C-R- [(0, 6), (1, 4), (1, 7), (2, 3), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdvS     G@Oi{{     G@Oi{{ -C-R- [(0, 7), (1, 4), (1, 6), (2, 3), (2, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdvW     G@ciZk     G@ciZk -C-R- [(0, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdv[     G@HKz{     G@HKz{ -C-R- [(0, 6), (1, 5), (1, 7), (2, 3), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdvc     G@Omk{     G@Omk{ -C-R- [(0, 6), (0, 7), (1, 4), (1, 6), (2, 3), (2, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdvg     GGEp]s     GGEp]s -C-R- [(0, 5), (0, 7), (1, 2), (1, 7), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qdvk     GOCr]{     GOCr]{ -C-R- [(0, 2), (0, 7), (1, 6), (1, 7), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdvo     GCLKZk     GCLKZk -C-R- [(0, 3), (0, 6), (1, 5), (1, 7), (2, 4), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdvs     GCQHz{     GCQHz{ -C-R- [(0, 3), (0, 5), (1, 4), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qdvw     G@ci^k     G@ci^k -C-R- [(0, 4), (0, 7), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qdv{     G@II~{     G@II~{ -C-R- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 3), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeXw     G?hQxw     G?hQxw -C-R- [(0, 4), (1, 5), (1, 6), (2, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?qeX{     G?SuX{     G?SuX{ -C-R- [(0, 6), (1, 4), (1, 6), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeY{     G?M`y{     G?M`y{ -C-R- [(0, 5), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeZk     G@DNH{     G@DNH{ -C-R- [(0, 6), (1, 5), (1, 6), (2, 3), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeZs     GH?X}[     GH?X}[ -C-R- [(0, 7), (1, 2), (1, 7), (2, 3), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeZw     G?Lhuk     G?Lhuk -C-R- [(0, 7), (1, 5), (1, 7), (2, 4), (2, 5), (2, 6), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?qeZ{     G?Wp}{     G?Wp}{ -C-R- [(0, 7), (1, 4), (1, 7), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe\w     GASXl[     GASXl[ -C-R- [(0, 7), (1, 3), (1, 4), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe\{     GACi|{     GACi|{ -C-R- [(0, 7), (1, 3), (1, 6), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe]w     G@cXj[     G@cXj[ -C-R- [(0, 4), (1, 7), (2, 3), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe]{     GCChz{     GCChz{ -C-R- [(0, 3), (1, 7), (2, 5), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe^c     G@OX~K     G@OX~K -C-R- [(0, 7), (1, 4), (1, 7), (2, 3), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qe^g     G@Ki]k     G@Ki]k -C-R- [(0, 7), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qe^k     G@HH}{     G@HH}{ -C-R- [(0, 7), (1, 5), (1, 7), (2, 3), (2, 4), (2, 6), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe^o     GGKg}k     GGKg}k -C-R- [(0, 7), (1, 2), (1, 7), (2, 4), (2, 5), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qe^s     GGGX}{     GGGX}{ -C-R- [(0, 7), (1, 2), (1, 7), (2, 4), (2, 6), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe^w     G@SXn[     G@SXn[ -C-R- [(0, 7), (1, 4), (1, 7), (2, 3), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qe^{     GACh~{     GACh~{ -C-R- [(0, 7), (1, 3), (1, 7), (2, 5), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qep{     GCCmj[     GCCmj[ -C-R- [(0, 3), (0, 6), (1, 6), (1, 7), (2, 5), (2, 7), (3, 4), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeq{     GOGYzk     GOGYzk -C-R- [(0, 2), (1, 6), (1, 7), (2, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qer[     GH?[z[     GH?[z[ -C-R- [(0, 6), (1, 2), (1, 7), (2, 3), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qerg     G@DduW     G@DduW -C-R- [(0, 6), (0, 7), (1, 5), (1, 7), (2, 3), (2, 5), (2, 6), (3, 4), (3, 6), (4, 6), (4, 7), (5, 7)]
    G?qerk     G@Ddu[     G@Ddu[ -C-R- [(0, 6), (0, 7), (1, 5), (1, 7), (2, 3), (2, 5), (2, 6), (3, 4), (3, 6), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?qers     GGO[|k     GGO[|k -C-R- [(0, 6), (0, 7), (1, 2), (1, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qerw     GD@h]s     GD@h]s -C-R- [(0, 3), (0, 7), (1, 5), (1, 7), (2, 3), (2, 5), (2, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?qer{     GD?j]{     GD?j]{ -C-R- [(0, 3), (0, 7), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qet[     G@O]X{     G@O]X{ -C-R- [(0, 6), (1, 4), (1, 6), (2, 3), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qetk     GAG]l[     GAG]l[ -C-R- [(0, 6), (0, 7), (1, 3), (1, 6), (2, 4), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qetw     G@qGzk     G@qGzk -C-R- [(0, 4), (0, 5), (1, 4), (1, 7), (2, 3), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qet{     GA_\Z{     GA_\Z{ -C-R- [(0, 4), (0, 6), (1, 3), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeu[     GCGXz[     GCGXz[ -C-R- [(0, 3), (1, 7), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeus     GOGYy{      FOGYw -C-_- [(0, 2), (1, 6), (1, 7), (2, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qeuw     GCWgzk     GCWgzk -C-R- [(0, 3), (1, 4), (1, 7), (2, 4), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qeu{     GOGYz{     GOGYz{ -C-R- [(0, 2), (1, 6), (1, 7), (2, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qevK     G@O\j[     G@O\j[ -C-R- [(0, 6), (1, 4), (1, 7), (2, 3), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qevS     GGGY{{     GGGY{{ -C-R- [(0, 7), (1, 2), (1, 6), (2, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qevW     GAggzk     GAggzk -C-R- [(0, 4), (1, 3), (1, 7), (2, 4), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?qev[     GGG[z{     GGG[z{ -C-R- [(0, 6), (1, 2), (1, 7), (2, 4), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?qevc     GOCmi{     GOCmi{ -C-R- [(0, 2), (0, 6), (1, 6), (1, 7), (2, 5), (3, 4), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
